ATLASIDX	31	updates	all	1787919519	1788525667	49697	dlKpOL5EeA==
W	1	402345	6
W	2	722948	6
W	62244	29795	0
W	63114	4275	0
W	40502	20523	0
W	57699	14879	0
W	144311	113128	0
W	163017	2338	2
W	128243	4643	3
W	95294	477	0
W	42826	2430	4
W	22501	11087	0
W	38878	18839	0
W	122604	3196	0
W	36167	49095	0
W	66282	29658	0
W	92182	1969	0
W	40935	68776	0
W	125152	4910	0
W	8	432	0
W	71662	3414	3
W	116378	132	0
W	9	21608	0
W	65469	28090	6
W	11	2814	0
W	59499	10455	0
W	12	546197	4
W	32128	60289	0
W	14	1122	0
W	49432	18106	0
W	111615	9872	0
W	75248	15983	0
W	59541	31311	0
W	29595	22692	2
W	17	8094	1
W	18	693122	5
W	19	164376	4
W	53840	56460	0
W	35706	11027	0
W	20	172614	5
W	57900	10935	0
W	158672	1067	0
W	99563	7930	0
W	63385	28259	4
W	70685	3623	0
W	133798	2012	0
W	144602	8649	0
W	81865	9913	0
W	70791	509	0
W	126973	881	0
W	101363	5361	0
W	106823	9	1
W	59922	41931	0
W	26507	16139	0
W	25687	98283	0
W	141457	43	0
W	21185	19809	4
W	108969	4870	0
W	69678	2429	4
W	58182	13638	0
W	35563	21568	0
W	45029	3772	0
W	75356	3365	0
W	31	812411	0
W	28456	4331	0
W	57628	38084	0
W	88408	13726	0
W	107566	5824	0
W	76898	46659	0
W	128089	6154	0
W	47441	8210	0
W	34	337	0
W	35	718016	5
W	21591	13565	0
W	28251	15972	2
W	75697	136155	0
W	74840	17079	0
W	28394	125877	0
W	21728	91617	0
W	64644	9906	0
W	57881	218745	0
W	38	29526	0
W	29317	2177	2
W	123261	2896	0
W	23103	374791	0
W	95447	5008	0
W	21592	39387	0
W	29074	14068	0
W	50954	29527	0
W	71182	8704	0
W	55914	7455	0
W	49480	90767	4
W	67452	20203	0
W	102236	872	0
W	89418	2748	0
W	41	451389	0
W	29979	89813	0
W	130342	756	0
W	42	16828	0
W	43	309836	2
W	40023	19308	0
W	41612	6705	0
W	62093	34275	0
W	121410	3323	3
W	46	7031	0
W	47	22966	4
W	75521	10509	0
W	43696	30590	2
W	127836	1158	0
W	62998	49080	0
W	49	94419	0
W	128323	133	1
W	137065	442	0
W	69502	4525	0
W	43839	8582	0
W	72782	12513	0
W	68241	32495	4
W	128029	116	0
W	67087	445	0
W	56594	428	0
W	66641	21748	0
W	123108	18619	0
W	38029	84638	0
W	142783	32	0
W	110127	3584	0
W	61852	32832	0
W	77565	7183	3
W	87974	6006	0
W	51504	96882	0
W	51653	39563	3
W	23183	137053	4
W	56	20391	1
W	57	8625	0
W	97250	13103	0
W	79896	11685	0
W	72022	151	0
W	61	31063	0
W	166775	32344	3
W	47857	21817	0
W	70327	15293	0
W	123262	10405	0
W	30485	28900	0
W	80491	7254	0
W	105168	17729	0
W	64	50320	4
W	49955	101943	0
W	66914	162979	0
W	47695	12465	0
W	75369	2950	0
W	147727	5203	2
W	55057	18224	3
W	77566	29465	0
W	167064	3095	2
W	42949	1439	3
W	77749	9100	0
W	35171	30478	0
W	75294	3870	0
W	61983	26904	0
W	119616	2576	0
W	95522	4051	0
W	73029	16081	0
W	73	16191	0
W	57646	8357	0
W	32517	92192	0
W	95984	62979	0
W	50053	720	0
W	41007	5071	0
W	79970	93846	0
W	75	38954	3
W	120827	7638	2
W	69773	18249	0
W	21220	223675	5
W	78	2913	0
W	79989	105277	3
W	79	406995	0
W	73203	32347	0
W	37392	12308	0
W	53841	485	0
W	83	72007	0
W	119144	3014	0
W	74511	14180	3
W	20323	242278	5
W	124207	2148	0
W	64277	42523	0
W	35297	1970	0
W	75554	4028	0
W	26552	16394	0
W	119684	1708	0
W	51085	2415	0
W	91298	5152	0
W	38712	49152	0
W	74702	9180	0
W	92	37704	0
W	101158	2066	0
W	131271	33198	0
W	132969	415	3
W	38799	62391	4
W	70305	41487	0
W	74586	3736	0
W	65877	146647	0
W	72097	3142	0
W	131888	3080	2
W	62082	10455	0
W	127689	6524	0
W	100	615836	0
W	39434	4301	2
W	86786	11517	0
W	20874	42242	0
W	49858	46890	0
W	29164	123590	0
W	74281	1661	0
W	43682	111485	0
W	22443	12597	0
W	21276	7788	3
W	21435	29706	0
W	50899	301744	0
W	62064	2260	0
W	59331	5018	0
W	40407	16285	3
W	156839	1552	0
W	69521	12439	0
W	34786	11727	0
W	106	3274	0
W	90102	5540	0
W	107	21853	0
W	128416	4164	0
W	126509	3446	0
W	127321	36009	0
W	68639	22488	0
W	63679	65753	4
W	47742	308193	4
W	20719	719353	4
W	110	2249912	6
W	111	2156	1
W	112	4522	0
W	69676	39351	0
W	113	21970	0
W	134772	3043	4
W	114	409	0
W	115	193478	0
W	30467	47674	3
W	104854	2359	0
W	49481	225774	0
W	73094	55384	0
W	57275	121870	0
W	20795	172318	0
W	49205	10624	4
W	69185	1199	0
W	86694	3200	0
W	22258	4044	0
W	78494	28905	0
W	51958	87668	0
W	119	3226	0
W	120	550168	0
W	156459	15862	0
W	121	2185	0
W	125437	2134	0
W	60023	1185	0
W	23553	89	0
W	138178	4407	0
W	37448	1215	2
W	61887	3037	2
W	62851	299594	0
W	75624	22095	0
W	165253	1415	1
W	126	9819	2
W	59630	99812	0
W	32016	24410	0
W	120557	2428	0
W	101410	142	0
W	47752	30930	0
W	56583	39727	0
W	131	621	1
W	122457	10981	0
W	132	4593908	6
W	53807	11453	0
W	21004	522834	4
W	106628	154	0
W	135	401577	0
W	71904	2326	0
W	35692	343782	4
W	20427	83484	0
W	71563	2657	0
W	89975	19722	0
W	32084	1371	0
W	156205	5083	2
W	94791	5882	0
W	22867	10948	0
W	35220	4425	0
W	62714	904	2
W	46978	1355	0
W	66460	7002	0
W	138	543578	0
W	156806	406	2
W	46073	183771	3
W	47059	2273	3
W	59685	16333	0
W	97483	2847	0
W	46261	18960	0
W	39059	445223	6
W	72216	5093	5
W	36827	14892	2
W	43661	29609	0
W	22294	353187	0
W	52481	98011	0
W	52860	7481	0
W	65789	25658	0
W	38217	395	0
W	78016	32794	0
W	49190	39595	0
W	71853	2498	0
W	62648	8436	0
W	112449	2288	0
W	146	58637	0
W	79137	41009	0
W	150	269437	0
W	32947	52630	4
W	43979	101481	0
W	153	149859	0
W	23358	159	0
W	63164	5152	0
W	50217	70493	4
W	32654	12139	0
W	76496	120041	0
W	54712	1370	0
W	21730	161140	0
W	88630	22270	3
W	52704	6485	0
W	128142	5670	0
W	41797	133142	0
W	79833	3201	0
W	37206	839	0
W	91278	17236	0
W	159	177998	0
W	71172	48424	0
W	44981	42209	0
W	43498	140910	2
W	38393	119154	0
W	50292	6320	0
W	124263	958	3
W	26669	29015	0
W	22868	4444	4
W	129705	79167	0
W	64622	5787	0
W	36247	1484	0
W	69899	1677	0
W	66208	657	0
W	116848	726	0
W	52530	79385	0
W	33517	235391	0
W	75232	241	0
W	30625	3826	0
W	35285	40308	0
W	161	2358727	4
W	121371	14172	0
W	49832	133828	0
W	102994	156	0
W	21305	33614	0
W	60447	29569	0
W	74602	11004	0
W	26769	192075	0
W	21593	21667	4
W	127785	184	0
W	91650	8684	0
W	167	519446	4
W	37091	96100	0
W	31162	243576	0
W	105209	10595	0
W	81908	1390	0
W	73067	413	0
W	67546	16127	0
W	65758	5778	0
W	76483	136894	0
W	42149	6671	0
W	94042	856	0
W	92079	2556	0
W	85943	467	0
W	20428	3619	4
W	35273	13853	0
W	75397	9205	0
W	20429	150430	0
W	179	179123	0
W	180	1137	0
W	47765	37442	0
W	37707	23819	0
W	60490	682	0
W	38836	87456	4
W	52439	79581	0
W	118955	710	0
W	29291	57267	0
W	23104	103469	0
W	38555	33548	0
W	39700	17208	0
W	66687	17870	0
W	184	40473	0
W	128264	4899	0
W	143279	202	0
W	65897	2762	0
W	20796	782	0
W	64488	43638	0
W	31943	5944	0
W	44033	6271	0
W	48773	65	0
W	42260	9018	0
W	71218	186769	0
W	192	2725	0
W	72513	68313	0
W	46083	12708	0
W	67538	1130	0
W	139509	19927	0
W	34654	144923	0
W	116153	12354	0
W	143023	1327	2
W	72048	7709	0
W	50054	16011	0
W	81188	7083	0
W	101411	703	0
W	119399	32655	0
W	52802	64161	0
W	124025	7670	2
W	97071	2767	0
W	26294	58690	3
W	49490	73568	5
W	196	11435	0
W	199	37276	0
W	48560	125161	0
W	200	377499	5
W	62168	4304	0
W	50293	1647	2
W	36597	125380	0
W	51887	13906	0
W	134921	15054	0
W	39421	40457	0
W	201	1871194	5
W	58332	1734	0
W	68956	131	0
W	84250	1371	0
W	37272	81027	0
W	29764	49405	3
W	38890	50844	0
W	115769	12069	0
W	43736	13398	0
W	204	38422	0
W	77465	52776	0
W	205	145090	0
W	38441	37703	0
W	206	14043	0
W	44978	14072	0
W	36773	80986	3
W	51619	1237	0
W	31372	26508	0
W	31316	61858	0
W	207	185475	5
W	65843	1738	0
W	103719	146	0
W	31944	20048	0
W	151499	162	0
W	136008	36	2
W	72958	62645	0
W	210	575770	0
W	74823	5625	0
W	49049	17401	0
W	42011	68783	0
W	57723	20528	0
W	212	196017	0
W	215	72310	0
W	66481	4060	0
W	71770	4189	0
W	149902	32856	1
W	90415	14102	0
W	143104	1840	0
W	158691	194	4
W	67120	753	0
W	31849	9370	0
W	47442	56821	4
W	48129	314853	4
W	50538	168429	0
W	101009	16497	0
W	222	1273141	0
W	57691	1650	0
W	53746	3656	0
W	67681	22225	0
W	84899	12996	0
W	224	907776	0
W	48968	24100	0
W	71191	38304	0
W	33363	1189	4
W	32388	123131	3
W	98404	1162	0
W	64370	2472	0
W	35221	27645	0
W	24867	60669	3
W	124480	10506	3
W	100651	10937	0
W	21654	171405	0
W	25851	13910	0
W	58558	144198	0
W	62507	174221	4
W	54134	4208	0
W	122232	3206	1
W	58190	9479	2
W	54694	2577	0
W	22296	19117	0
W	236	1058809	5
W	127981	1513	1
W	75152	14431	0
W	33424	25396	0
W	33495	16388	0
W	22393	139771	0
W	35459	169825	0
W	37328	93611	0
W	243	4797	0
W	81134	7763	0
W	73146	5138	0
W	21546	138872	4
W	53200	2690	1
W	48336	6195	0
W	61402	1244	1
W	104406	79	0
W	65128	6799	3
W	36323	55587	0
W	52284	23389	0
W	50451	720	0
W	44556	47194	0
W	26264	367662	5
W	21414	5333	0
W	63600	1436	0
W	104494	1039	0
W	60466	12616	0
W	21394	440345	0
W	23105	184270	0
W	127953	1057	1
W	62422	2257	0
W	21415	26694	4
W	51510	26594	0
W	24902	16980	3
W	73480	7069	0
W	103083	5388	0
W	53257	6034	0
W	249	601	0
W	158496	946	0
W	36248	16756	0
W	133627	2098	0
W	128137	195	0
W	50696	18113	0
W	49191	16799	3
W	137231	72	0
W	258	24276	4
W	41822	5909	0
W	56847	713	0
W	45960	6819	0
W	261	363951	5
W	134073	52	0
W	34599	167711	0
W	44079	8559	0
W	262	52174	0
W	42819	16128	0
W	163082	35	0
W	62128	892	0
W	28116	236160	0
W	20324	453693	6
W	26756	46380	0
W	51461	3694	0
W	267	824	0
W	49908	42111	0
W	62718	1502	0
W	159078	6765	3
W	166493	1166	0
W	112088	19082	0
W	37326	11843	0
W	109097	56964	0
W	125796	3269	2
W	162600	3233	0
W	68432	2037	0
W	35551	48824	0
W	39488	37361	0
W	63072	4415	3
W	61229	1992	0
W	38655	449404	0
W	74426	1273	0
W	277	3018	0
W	278	29837	4
W	68621	2766	3
W	53616	22899	3
W	61783	6936	0
W	66591	936	0
W	74745	1408	0
W	53476	1527	0
W	74763	2299	0
W	285	60219	0
W	102405	3139	0
W	20430	4627	4
W	43608	518755	4
W	141458	8194	1
W	288	26241	0
W	80235	12869	0
W	20274	147586	4
W	56125	4082	0
W	112822	258	0
W	68074	41566	4
W	291	16254	0
W	62662	21554	0
W	118724	5685	0
W	62959	15646	0
W	38480	179631	2
W	39380	695	2
W	37329	59744	0
W	135107	2475	0
W	70128	3130	0
W	20211	8135	0
W	26637	32551	0
W	168041	1121	3
W	300	159412	0
W	21248	11088	0
W	26748	57	0
W	301	80729	5
W	84871	28664	0
W	36435	58204	0
W	160196	319	0
W	59936	56127	0
W	35989	9142	0
W	126710	624	0
W	38902	1215	0
W	76561	60131	0
W	57939	744	0
W	100119	17190	0
W	145174	14150	3
W	115633	5890	2
W	44573	17105	0
W	71041	3330	2
W	67566	65410	0
W	307	476188	0
W	36796	146983	0
W	49475	15492	0
W	65098	166324	3
W	62018	48975	0
W	141292	1112	2
W	310	57340	0
W	311	4410	0
W	30706	15719	0
W	62777	4646	0
W	36182	32147	0
W	73313	259	4
W	30023	23336	0
W	20720	38021	0
W	86295	9319	0
W	100940	9378	0
W	108503	9139	0
W	314	1130	0
W	125715	88	0
W	70722	13181	0
W	140540	939	0
W	58884	322000	0
W	53688	5749	0
W	139998	16661	0
W	42855	8451	0
W	54644	51721	0
W	42468	3910	0
W	46214	3657	4
W	52196	7117	0
W	49786	3257	0
W	59751	200124	0
W	318	66039	2
W	71644	5289	0
W	128134	12593	2
W	321	1740	0
W	160638	3665	2
W	65085	2066	5
W	325	10119	0
W	52197	8416	0
W	62285	1985	0
W	61349	37096	0
W	32985	41100	0
W	78176	19812	0
W	121587	23450	0
W	57980	4322	0
W	59389	3668	0
W	111564	1217	0
W	59891	55156	0
W	66340	13072	3
W	49793	23204	0
W	332	984428	0
W	32655	134398	0
W	336	32638	0
W	65499	5686	2
W	48216	1764	0
W	35693	141110	0
W	33518	17568	0
W	338	392	0
W	63763	26808	0
W	25802	166708	4
W	20970	35946	4
W	31797	7258	0
W	342	1673183	5
W	343	17706	3
W	38249	4622	0
W	58538	6054	0
W	20275	316963	5
W	95985	6156	0
W	70541	2082	5
W	33213	43429	0
W	53464	13937	0
W	29213	44180	0
W	118536	65047	0
W	29765	43476	0
W	50492	45522	0
W	346	68788	0
W	166776	543	2
W	44879	2789	0
W	21133	2847	0
W	26820	39599	0
W	106824	2104	0
W	68987	32426	0
W	123154	3812	0
W	35222	18884	0
